source_image,group,n_patches
5_PSI1h10uM_WO_48hod_6_Multichannel Z-Stack_20251208_246.npy,Psilocin | 10 uM | 48h | 1h pulse,324
5_PSI1h10uM_WO_48hod_7_Multichannel Z-Stack_20251208_247.npy,Psilocin | 10 uM | 48h | 1h pulse,324
5_PSI1h10uM_WO_48hod_8_Multichannel Z-Stack_20251208_248.npy,Psilocin | 10 uM | 48h | 1h pulse,324
5_PSI_01UM_48HOD_10_Multichannel Z-Stack_20251213_433.npy,Psilocin | 0.1 uM | 48h,324
5_PSI_01UM_48HOD_1_Multichannel Z-Stack_20251213_424.npy,Psilocin | 0.1 uM | 48h,324
5_PSI_01UM_48HOD_2_Multichannel Z-Stack_20251213_425.npy,Psilocin | 0.1 uM | 48h,324
5_PSI_01UM_48HOD_3_Multichannel Z-Stack_20251213_426.npy,Psilocin | 0.1 uM | 48h,324
5_PSI_01UM_48HOD_4_Multichannel Z-Stack_20251213_427.npy,Psilocin | 0.1 uM | 48h,324
5_PSI_01UM_48HOD_5_Multichannel Z-Stack_20251213_428.npy,Psilocin | 0.1 uM | 48h,324
5_PSI_01UM_48HOD_6_Multichannel Z-Stack_20251213_429.npy,Psilocin | 0.1 uM | 48h,324
5_PSI_01UM_48HOD_7_Multichannel Z-Stack_20251213_430.npy,Psilocin | 0.1 uM | 48h,324
5_PSI_01UM_48HOD_8_Multichannel Z-Stack_20251213_431.npy,Psilocin | 0.1 uM | 48h,324
5_PSI_01UM_48HOD_9_Multichannel Z-Stack_20251213_432.npy,Psilocin | 0.1 uM | 48h,324
5_PSI_01UM_48hod_10_Multichannel Z-Stack_20251208_230.npy,Psilocin | 0.1 uM | 48h,324
5_PSI_01UM_48hod_1_Multichannel Z-Stack_20251208_220.npy,Psilocin | 0.1 uM | 48h,324
5_PSI_01UM_48hod_2_Multichannel Z-Stack_20251208_221.npy,Psilocin | 0.1 uM | 48h,324
5_PSI_01UM_48hod_3_Multichannel Z-Stack_20251208_222.npy,Psilocin | 0.1 uM | 48h,324
5_PSI_01UM_48hod_4_Multichannel Z-Stack_20251208_223.npy,Psilocin | 0.1 uM | 48h,324
5_PSI_01UM_48hod_5_Multichannel Z-Stack_20251208_224.npy,Psilocin | 0.1 uM | 48h,324
5_PSI_01UM_48hod_6_Multichannel Z-Stack_20251208_225.npy,Psilocin | 0.1 uM | 48h,324
5_PSI_01UM_48hod_6_Multichannel Z-Stack_20251208_226.npy,Psilocin | 0.1 uM | 48h,324
5_PSI_01UM_48hod_7_Multichannel Z-Stack_20251208_227.npy,Psilocin | 0.1 uM | 48h,324
5_PSI_01UM_48hod_8_Multichannel Z-Stack_20251208_228.npy,Psilocin | 0.1 uM | 48h,324
5_PSI_01UM_48hod_9_Multichannel Z-Stack_20251208_229.npy,Psilocin | 0.1 uM | 48h,324
5_PSI_01UM_72HOD_10_Multichannel Z-Stack_20251213_485.npy,Psilocin | 0.1 uM | 72h,324
5_PSI_01UM_72HOD_1_Multichannel Z-Stack_20251213_474.npy,Psilocin | 0.1 uM | 72h,324
5_PSI_01UM_72HOD_2_Multichannel Z-Stack_20251213_475.npy,Psilocin | 0.1 uM | 72h,324
5_PSI_01UM_72HOD_3_Multichannel Z-Stack_20251213_476.npy,Psilocin | 0.1 uM | 72h,324
5_PSI_01UM_72HOD_4_Multichannel Z-Stack_20251213_477.npy,Psilocin | 0.1 uM | 72h,324
5_PSI_01UM_72HOD_5_Multichannel Z-Stack_20251213_478.npy,Psilocin | 0.1 uM | 72h,324
5_PSI_01UM_72HOD_5{2]_Multichannel Z-Stack_20251213_479.npy,Psilocin | 0.1 uM | 72h,324
5_PSI_01UM_72HOD_5{3]_Multichannel Z-Stack_20251213_480.npy,Psilocin | 0.1 uM | 72h,324
5_PSI_01UM_72HOD_6_Multichannel Z-Stack_20251213_481.npy,Psilocin | 0.1 uM | 72h,324
5_PSI_01UM_72HOD_7_Multichannel Z-Stack_20251213_482.npy,Psilocin | 0.1 uM | 72h,324
5_PSI_01UM_72HOD_8_Multichannel Z-Stack_20251213_483.npy,Psilocin | 0.1 uM | 72h,324
5_PSI_01UM_72HOD_9_Multichannel Z-Stack_20251213_484.npy,Psilocin | 0.1 uM | 72h,324
5_PSI_01uM_24hod_10_Multichannel Z-Stack_20251205_183.npy,Psilocin | 0.1 uM | 24h,324
5_PSI_01uM_24hod_1_Multichannel Z-Stack_20251205_173.npy,Psilocin | 0.1 uM | 24h,324
5_PSI_01uM_24hod_2_Multichannel Z-Stack_20251205_174.npy,Psilocin | 0.1 uM | 24h,324
5_PSI_01uM_24hod_3_Multichannel Z-Stack_20251205_175.npy,Psilocin | 0.1 uM | 24h,324
5_PSI_01uM_24hod_4_Multichannel Z-Stack_20251205_176.npy,Psilocin | 0.1 uM | 24h,324
5_PSI_01uM_24hod_5_Multichannel Z-Stack_20251205_177.npy,Psilocin | 0.1 uM | 24h,324
5_PSI_01uM_24hod_6_Multichannel Z-Stack_20251205_178.npy,Psilocin | 0.1 uM | 24h,324
5_PSI_01uM_24hod_7_Multichannel Z-Stack_20251205_179.npy,Psilocin | 0.1 uM | 24h,324
5_PSI_01uM_24hod_7_Multichannel Z-Stack_20251205_180.npy,Psilocin | 0.1 uM | 24h,324
5_PSI_01uM_24hod_8_Multichannel Z-Stack_20251205_181.npy,Psilocin | 0.1 uM | 24h,324
5_PSI_01uM_24hod_9_Multichannel Z-Stack_20251205_182.npy,Psilocin | 0.1 uM | 24h,324
5_PSI_01uM_48hod_3_Multichannel Z-Stack_20251208_253.npy,Psilocin | 0.1 uM | 48h,324
5_PSI_01uM_48hod_5_Multichannel Z-Stack_20251208_255.npy,Psilocin | 0.1 uM | 48h,324
5_PSI_10UM_48HOD_10_Multichannel Z-Stack_20251213_473.npy,Psilocin | 10 uM | 48h,324
5_PSI_10UM_48HOD_1_Multichannel Z-Stack_20251213_464.npy,Psilocin | 10 uM | 48h,324
5_PSI_10UM_48HOD_2_Multichannel Z-Stack_20251213_465.npy,Psilocin | 10 uM | 48h,324
5_PSI_10UM_48HOD_3_Multichannel Z-Stack_20251213_466.npy,Psilocin | 10 uM | 48h,324
5_PSI_10UM_48HOD_4_Multichannel Z-Stack_20251213_467.npy,Psilocin | 10 uM | 48h,324
5_PSI_10UM_48HOD_5_Multichannel Z-Stack_20251213_468.npy,Psilocin | 10 uM | 48h,324
5_PSI_10UM_48HOD_6_Multichannel Z-Stack_20251213_469.npy,Psilocin | 10 uM | 48h,324
5_PSI_10UM_48HOD_7_Multichannel Z-Stack_20251213_470.npy,Psilocin | 10 uM | 48h,324
5_PSI_10UM_48HOD_8_Multichannel Z-Stack_20251213_471.npy,Psilocin | 10 uM | 48h,324
5_PSI_10UM_48HOD_9_Multichannel Z-Stack_20251213_472.npy,Psilocin | 10 uM | 48h,324
5_PSI_10uM_24hod_10_Multichannel Z-Stack_20251205_205.npy,Psilocin | 10 uM | 24h,324
5_PSI_10uM_24hod_3A_Multichannel Z-Stack_20251205_197.npy,Psilocin | 10 uM | 24h,324
5_PSI_10uM_24hod_4_Multichannel Z-Stack_20251205_198.npy,Psilocin | 10 uM | 24h,324
5_PSI_10uM_24hod_5_Multichannel Z-Stack_20251205_199.npy,Psilocin | 10 uM | 24h,324
5_PSI_10uM_24hod_6_Multichannel Z-Stack_20251205_200.npy,Psilocin | 10 uM | 24h,324
5_PSI_10uM_24hod_6_Multichannel Z-Stack_20251205_201.npy,Psilocin | 10 uM | 24h,324
5_PSI_10uM_24hod_7_Multichannel Z-Stack_20251205_202.npy,Psilocin | 10 uM | 24h,324
5_PSI_10uM_24hod_8_Multichannel Z-Stack_20251205_203.npy,Psilocin | 10 uM | 24h,324
5_PSI_10uM_24hod_9_Multichannel Z-Stack_20251205_204.npy,Psilocin | 10 uM | 24h,324
5_PSI_1UM_48HOD_10_Multichannel Z-Stack_20251213_463.npy,Psilocin | 1 uM | 48h,324
5_PSI_1UM_48HOD_1_Multichannel Z-Stack_20251213_454.npy,Psilocin | 1 uM | 48h,324
5_PSI_1UM_48HOD_2_Multichannel Z-Stack_20251213_455.npy,Psilocin | 1 uM | 48h,324
5_PSI_1UM_48HOD_3_Multichannel Z-Stack_20251213_456.npy,Psilocin | 1 uM | 48h,324
5_PSI_1UM_48HOD_4_Multichannel Z-Stack_20251213_457.npy,Psilocin | 1 uM | 48h,324
5_PSI_1UM_48HOD_5_Multichannel Z-Stack_20251213_458.npy,Psilocin | 1 uM | 48h,324
5_PSI_1UM_48HOD_6_Multichannel Z-Stack_20251213_459.npy,Psilocin | 1 uM | 48h,324
5_PSI_1UM_48HOD_7_Multichannel Z-Stack_20251213_460.npy,Psilocin | 1 uM | 48h,324
5_PSI_1UM_48HOD_8_Multichannel Z-Stack_20251213_461.npy,Psilocin | 1 uM | 48h,324
5_PSI_1UM_48HOD_9_Multichannel Z-Stack_20251213_462.npy,Psilocin | 1 uM | 48h,324
5_PSI_1uM_24hod_10_Multichannel Z-Stack_20251205_193.npy,Psilocin | 1 uM | 24h,324
5_PSI_1uM_24hod_1_Multichannel Z-Stack_20251205_184.npy,Psilocin | 1 uM | 24h,324
5_PSI_1uM_24hod_2_Multichannel Z-Stack_20251205_185.npy,Psilocin | 1 uM | 24h,324
5_PSI_1uM_24hod_3_Multichannel Z-Stack_20251205_186.npy,Psilocin | 1 uM | 24h,324
5_PSI_1uM_24hod_4_Multichannel Z-Stack_20251205_187.npy,Psilocin | 1 uM | 24h,324
5_PSI_1uM_24hod_5_Multichannel Z-Stack_20251205_188.npy,Psilocin | 1 uM | 24h,324
5_PSI_1uM_24hod_6_Multichannel Z-Stack_20251205_189.npy,Psilocin | 1 uM | 24h,324
5_PSI_1uM_24hod_7_Multichannel Z-Stack_20251205_190.npy,Psilocin | 1 uM | 24h,324
5_PSI_1uM_24hod_8_Multichannel Z-Stack_20251205_191.npy,Psilocin | 1 uM | 24h,324
5_PSI_1uM_24hod_9_Multichannel Z-Stack_20251205_192.npy,Psilocin | 1 uM | 24h,324
6_1_HARMIN_24hod_10_Multichannel Z-Stack_20251213_311.npy,Harmine | 24h,324
6_1_HARMIN_24hod_1_Multichannel Z-Stack_20251213_302.npy,Harmine | 24h,324
6_1_HARMIN_24hod_2_Multichannel Z-Stack_20251213_303.npy,Harmine | 24h,324
6_1_HARMIN_24hod_3_Multichannel Z-Stack_20251213_304.npy,Harmine | 24h,324
6_1_HARMIN_24hod_4_Multichannel Z-Stack_20251213_305.npy,Harmine | 24h,324
6_1_HARMIN_24hod_5_Multichannel Z-Stack_20251213_306.npy,Harmine | 24h,324
6_1_HARMIN_24hod_6_Multichannel Z-Stack_20251213_307.npy,Harmine | 24h,324
6_1_HARMIN_24hod_7_Multichannel Z-Stack_20251213_308.npy,Harmine | 24h,324
6_1_HARMIN_24hod_8_Multichannel Z-Stack_20251213_309.npy,Harmine | 24h,324
6_1_HARMIN_24hod_9_Multichannel Z-Stack_20251213_310.npy,Harmine | 24h,324
6_1_KONTROLA_24hod_10_Multichannel Z-Stack_20251213_301.npy,Control | 24h,324
6_1_KONTROLA_24hod_1_Multichannel Z-Stack_20251213_292.npy,Control | 24h,324
6_1_KONTROLA_24hod_2_Multichannel Z-Stack_20251213_293.npy,Control | 24h,324
6_1_KONTROLA_24hod_3_Multichannel Z-Stack_20251213_294.npy,Control | 24h,324
6_1_KONTROLA_24hod_4_Multichannel Z-Stack_20251213_295.npy,Control | 24h,324
6_1_KONTROLA_24hod_5_Multichannel Z-Stack_20251213_296.npy,Control | 24h,324
6_1_KONTROLA_24hod_6_Multichannel Z-Stack_20251213_297.npy,Control | 24h,324
6_1_KONTROLA_24hod_7_Multichannel Z-Stack_20251213_298.npy,Control | 24h,324
6_1_KONTROLA_24hod_8_Multichannel Z-Stack_20251213_299.npy,Control | 24h,324
6_1_KONTROLA_24hod_9_Multichannel Z-Stack_20251213_300.npy,Control | 24h,324
6_2_PSIHARMIN_24hod_10_Multichannel Z-Stack_20251213_331.npy,Psilocin + harmine | 24h,324
6_2_PSIHARMIN_24hod_11_Multichannel Z-Stack_20251213_332.npy,Psilocin + harmine | 24h,324
6_2_PSIHARMIN_24hod_1_Multichannel Z-Stack_20251213_322.npy,Psilocin + harmine | 24h,324
6_2_PSIHARMIN_24hod_2_Multichannel Z-Stack_20251213_323.npy,Psilocin + harmine | 24h,324
6_2_PSIHARMIN_24hod_3_Multichannel Z-Stack_20251213_324.npy,Psilocin + harmine | 24h,324
6_2_PSIHARMIN_24hod_4_Multichannel Z-Stack_20251213_325.npy,Psilocin + harmine | 24h,324
6_2_PSIHARMIN_24hod_5_Multichannel Z-Stack_20251213_326.npy,Psilocin + harmine | 24h,324
6_2_PSIHARMIN_24hod_6_Multichannel Z-Stack_20251213_327.npy,Psilocin + harmine | 24h,324
6_2_PSIHARMIN_24hod_7_Multichannel Z-Stack_20251213_328.npy,Psilocin + harmine | 24h,324
6_2_PSIHARMIN_24hod_8_Multichannel Z-Stack_20251213_329.npy,Psilocin + harmine | 24h,324
6_2_PSIHARMIN_24hod_9_Multichannel Z-Stack_20251213_330.npy,Psilocin + harmine | 24h,324
6_2_PSI_24hod_10_Multichannel Z-Stack_20251213_321.npy,Psilocin | 24h,324
6_2_PSI_24hod_1_Multichannel Z-Stack_20251213_312.npy,Psilocin | 24h,324
6_2_PSI_24hod_2_Multichannel Z-Stack_20251213_313.npy,Psilocin | 24h,324
6_2_PSI_24hod_3_Multichannel Z-Stack_20251213_314.npy,Psilocin | 24h,324
6_2_PSI_24hod_4_Multichannel Z-Stack_20251213_315.npy,Psilocin | 24h,324
6_2_PSI_24hod_5_Multichannel Z-Stack_20251213_316.npy,Psilocin | 24h,324
6_2_PSI_24hod_6_Multichannel Z-Stack_20251213_317.npy,Psilocin | 24h,324
6_2_PSI_24hod_7_Multichannel Z-Stack_20251213_318.npy,Psilocin | 24h,324
6_2_PSI_24hod_8_Multichannel Z-Stack_20251213_319.npy,Psilocin | 24h,324
6_2_PSI_24hod_9_Multichannel Z-Stack_20251213_320.npy,Psilocin | 24h,324
6_3_PSYHARMIN_24hod_10_Multichannel Z-Stack_20251213_352.npy,Psilocybin + harmine | 24h,324
6_3_PSYHARMIN_24hod_1_Multichannel Z-Stack_20251213_343.npy,Psilocybin + harmine | 24h,324
6_3_PSYHARMIN_24hod_2_Multichannel Z-Stack_20251213_344.npy,Psilocybin + harmine | 24h,324
6_3_PSYHARMIN_24hod_3_Multichannel Z-Stack_20251213_345.npy,Psilocybin + harmine | 24h,324
6_3_PSYHARMIN_24hod_4_Multichannel Z-Stack_20251213_346.npy,Psilocybin + harmine | 24h,324
6_3_PSYHARMIN_24hod_5_Multichannel Z-Stack_20251213_347.npy,Psilocybin + harmine | 24h,324
6_3_PSYHARMIN_24hod_6_Multichannel Z-Stack_20251213_348.npy,Psilocybin + harmine | 24h,324
6_3_PSYHARMIN_24hod_7_Multichannel Z-Stack_20251213_349.npy,Psilocybin + harmine | 24h,324
6_3_PSYHARMIN_24hod_8_Multichannel Z-Stack_20251213_350.npy,Psilocybin + harmine | 24h,324
6_3_PSYHARMIN_24hod_9_Multichannel Z-Stack_20251213_351.npy,Psilocybin + harmine | 24h,324
6_3_PSY_24hod_10_Multichannel Z-Stack_20251213_342.npy,Psilocybin | 24h,324
6_3_PSY_24hod_1_Multichannel Z-Stack_20251213_333.npy,Psilocybin | 24h,324
6_3_PSY_24hod_2_Multichannel Z-Stack_20251213_334.npy,Psilocybin | 24h,324
6_3_PSY_24hod_3_Multichannel Z-Stack_20251213_335.npy,Psilocybin | 24h,324
6_3_PSY_24hod_4_Multichannel Z-Stack_20251213_336.npy,Psilocybin | 24h,324
6_3_PSY_24hod_5_Multichannel Z-Stack_20251213_337.npy,Psilocybin | 24h,324
6_3_PSY_24hod_6_Multichannel_20251213_338.npy,Psilocybin | 24h,324
6_3_PSY_24hod_7_Multichannel Z-Stack_20251213_339.npy,Psilocybin | 24h,324
6_3_PSY_24hod_9_Multichannel Z-Stack_20251213_341.npy,Psilocybin | 24h,324
6_4_NORPSIHARMIN_24hod_10_Multichannel Z-Stack_20251213_373.npy,Norpsilocin + harmine | 24h,324
6_4_NORPSIHARMIN_24hod_1A_Multichannel Z-Stack_20251213_364.npy,Norpsilocin + harmine | 24h,324
6_4_NORPSIHARMIN_24hod_1_Multichannel Z-Stack_20251213_363.npy,Norpsilocin + harmine | 24h,324
6_4_NORPSIHARMIN_24hod_2_Multichannel Z-Stack_20251213_365.npy,Norpsilocin + harmine | 24h,324
6_4_NORPSIHARMIN_24hod_3_Multichannel Z-Stack_20251213_366.npy,Norpsilocin + harmine | 24h,324
6_4_NORPSIHARMIN_24hod_4_Multichannel Z-Stack_20251213_367.npy,Norpsilocin + harmine | 24h,324
6_4_NORPSIHARMIN_24hod_5_Multichannel Z-Stack_20251213_368.npy,Norpsilocin + harmine | 24h,324
6_4_NORPSIHARMIN_24hod_6_Multichannel Z-Stack_20251213_369.npy,Norpsilocin + harmine | 24h,324
6_4_NORPSIHARMIN_24hod_7_Multichannel Z-Stack_20251213_370.npy,Norpsilocin + harmine | 24h,324
6_4_NORPSIHARMIN_24hod_8_Multichannel Z-Stack_20251213_371.npy,Norpsilocin + harmine | 24h,324
6_4_NORPSIHARMIN_24hod_9_Multichannel Z-Stack_20251213_372.npy,Norpsilocin + harmine | 24h,324
6_4_NORPSI_24hod_10_Multichannel Z-Stack_20251213_362.npy,Norpsilocin | 24h,324
6_4_NORPSI_24hod_1_Multichannel Z-Stack_20251213_353.npy,Norpsilocin | 24h,324
6_4_NORPSI_24hod_2_Multichannel Z-Stack_20251213_354.npy,Norpsilocin | 24h,324
6_4_NORPSI_24hod_3_Multichannel Z-Stack_20251213_355.npy,Norpsilocin | 24h,324
6_4_NORPSI_24hod_4_Multichannel Z-Stack_20251213_356.npy,Norpsilocin | 24h,324
6_4_NORPSI_24hod_5_Multichannel Z-Stack_20251213_357.npy,Norpsilocin | 24h,324
6_4_NORPSI_24hod_6_Multichannel Z-Stack_20251213_358.npy,Norpsilocin | 24h,324
6_4_NORPSI_24hod_7_Multichannel Z-Stack_20251213_359.npy,Norpsilocin | 24h,324
6_4_NORPSI_24hod_8_Multichannel Z-Stack_20251213_360.npy,Norpsilocin | 24h,324
6_4_NORPSI_24hod_9_Multichannel Z-Stack_20251213_361.npy,Norpsilocin | 24h,324
6_5_BAEOHARMIN_24hod_10_Multichannel Z-Stack_20251213_393.npy,Baeocystin + harmine | 24h,324
6_5_BAEOHARMIN_24hod_1_Multichannel Z-Stack_20251213_384.npy,Baeocystin + harmine | 24h,324
6_5_BAEOHARMIN_24hod_2_Multichannel Z-Stack_20251213_385.npy,Baeocystin + harmine | 24h,324
6_5_BAEOHARMIN_24hod_3_Multichannel Z-Stack_20251213_386.npy,Baeocystin + harmine | 24h,324
6_5_BAEOHARMIN_24hod_4_Multichannel Z-Stack_20251213_387.npy,Baeocystin + harmine | 24h,324
6_5_BAEOHARMIN_24hod_5_Multichannel Z-Stack_20251213_388.npy,Baeocystin + harmine | 24h,324
6_5_BAEOHARMIN_24hod_6_Multichannel Z-Stack_20251213_389.npy,Baeocystin + harmine | 24h,324
6_5_BAEOHARMIN_24hod_7_Multichannel Z-Stack_20251213_390.npy,Baeocystin + harmine | 24h,324
6_5_BAEOHARMIN_24hod_8_Multichannel Z-Stack_20251213_391.npy,Baeocystin + harmine | 24h,324
6_5_BAEOHARMIN_24hod_9_Multichannel Z-Stack_20251213_392.npy,Baeocystin + harmine | 24h,324
6_5_BAEO_24hod_10_Multichannel Z-Stack_20251213_383.npy,Baeocystin | 24h,324
6_5_BAEO_24hod_1_Multichannel Z-Stack_20251213_374.npy,Baeocystin | 24h,324
6_5_BAEO_24hod_2_Multichannel Z-Stack_20251213_375.npy,Baeocystin | 24h,324
6_5_BAEO_24hod_3_Multichannel Z-Stack_20251213_376.npy,Baeocystin | 24h,324
6_5_BAEO_24hod_4_Multichannel Z-Stack_20251213_377.npy,Baeocystin | 24h,324
6_5_BAEO_24hod_5_Multichannel Z-Stack_20251213_378.npy,Baeocystin | 24h,324
6_5_BAEO_24hod_6_Multichannel Z-Stack_20251213_379.npy,Baeocystin | 24h,324
6_5_BAEO_24hod_7_Multichannel Z-Stack_20251213_380.npy,Baeocystin | 24h,324
6_5_BAEO_24hod_8_Multichannel Z-Stack_20251213_381.npy,Baeocystin | 24h,324
6_5_BAEO_24hod_9_Multichannel Z-Stack_20251213_382.npy,Baeocystin | 24h,324
6_6_AERUG_24hod_10_Multichannel Z-Stack_20251213_413.npy,Aeruginascin | 24h,324
6_6_AERUG_24hod_1_Multichannel Z-Stack_20251213_404.npy,Aeruginascin | 24h,324
6_6_AERUG_24hod_2_Multichannel Z-Stack_20251213_405.npy,Aeruginascin | 24h,324
6_6_AERUG_24hod_3_Multichannel Z-Stack_20251213_406.npy,Aeruginascin | 24h,324
6_6_AERUG_24hod_4_Multichannel Z-Stack_20251213_407.npy,Aeruginascin | 24h,324
6_6_AERUG_24hod_5_Multichannel Z-Stack_20251213_408.npy,Aeruginascin | 24h,324
6_6_AERUG_24hod_6_Multichannel Z-Stack_20251213_409.npy,Aeruginascin | 24h,324
6_6_AERUG_24hod_7_Multichannel Z-Stack_20251213_410.npy,Aeruginascin | 24h,324
6_6_AERUG_24hod_8_Multichannel Z-Stack_20251213_411.npy,Aeruginascin | 24h,324
6_6_AERUG_24hod_9_Multichannel Z-Stack_20251213_412.npy,Aeruginascin | 24h,324
6_6_NORBAEO_24hod_10_Multichannel Z-Stack_20251213_403.npy,Norbaeocystin | 24h,324
6_6_NORBAEO_24hod_1_Multichannel Z-Stack_20251213_394.npy,Norbaeocystin | 24h,324
6_6_NORBAEO_24hod_2_Multichannel Z-Stack_20251213_395.npy,Norbaeocystin | 24h,324
6_6_NORBAEO_24hod_3_Multichannel Z-Stack_20251213_396.npy,Norbaeocystin | 24h,324
6_6_NORBAEO_24hod_4_Multichannel Z-Stack_20251213_397.npy,Norbaeocystin | 24h,324
6_6_NORBAEO_24hod_5_Multichannel Z-Stack_20251213_398.npy,Norbaeocystin | 24h,324
6_6_NORBAEO_24hod_6_Multichannel Z-Stack_20251213_399.npy,Norbaeocystin | 24h,324
6_6_NORBAEO_24hod_7_Multichannel Z-Stack_20251213_400.npy,Norbaeocystin | 24h,324
6_6_NORBAEO_24hod_8_Multichannel Z-Stack_20251213_401.npy,Norbaeocystin | 24h,324
6_6_NORBAEO_24hod_9_Multichannel Z-Stack_20251213_402.npy,Norbaeocystin | 24h,324
7_1_HARMIN_24hod_10_Multichannel Z-Stack_20251219_517.npy,Harmine | 24h,324
7_1_HARMIN_24hod_1_Multichannel Z-Stack_20251219_508.npy,Harmine | 24h,324
7_1_HARMIN_24hod_2_Multichannel Z-Stack_20251219_509.npy,Harmine | 24h,324
7_1_HARMIN_24hod_3_Multichannel Z-Stack_20251219_510.npy,Harmine | 24h,324
7_1_HARMIN_24hod_4_Multichannel Z-Stack_20251219_511.npy,Harmine | 24h,324
7_1_HARMIN_24hod_5_Multichannel Z-Stack_20251219_512.npy,Harmine | 24h,324
7_1_HARMIN_24hod_6_Multichannel Z-Stack_20251219_513.npy,Harmine | 24h,324
7_1_HARMIN_24hod_7_Multichannel Z-Stack_20251219_514.npy,Harmine | 24h,324
7_1_HARMIN_24hod_8_Multichannel Z-Stack_20251219_515.npy,Harmine | 24h,324
7_1_HARMIN_24hod_9_Multichannel Z-Stack_20251219_516.npy,Harmine | 24h,324
7_1_KONTROLA_24hod_10_Multichannel Z-Stack_20251219_507.npy,Control | 24h,324
7_1_KONTROLA_24hod_1_Multichannel Z-Stack_20251219_498.npy,Control | 24h,324
7_1_KONTROLA_24hod_2_Multichannel Z-Stack_20251219_499.npy,Control | 24h,324
7_1_KONTROLA_24hod_3_Multichannel Z-Stack_20251219_500.npy,Control | 24h,324
7_1_KONTROLA_24hod_4_Multichannel Z-Stack_20251219_501.npy,Control | 24h,324
7_1_KONTROLA_24hod_5_Multichannel Z-Stack_20251219_502.npy,Control | 24h,324
7_1_KONTROLA_24hod_6_Multichannel Z-Stack_20251219_503.npy,Control | 24h,324
7_1_KONTROLA_24hod_7_Multichannel Z-Stack_20251219_504.npy,Control | 24h,324
7_1_KONTROLA_24hod_8_Multichannel Z-Stack_20251219_505.npy,Control | 24h,324
7_1_KONTROLA_24hod_9_Multichannel Z-Stack_20251219_506.npy,Control | 24h,324
7_2_PSIHARMIN_24hod_10_Multichannel Z-Stack_20251219_537.npy,Psilocin + harmine | 24h,324
7_2_PSIHARMIN_24hod_11_Multichannel Z-Stack_20251219_528.npy,Psilocin + harmine | 24h,324
7_2_PSIHARMIN_24hod_2_Multichannel Z-Stack_20251219_529.npy,Psilocin + harmine | 24h,324
7_2_PSIHARMIN_24hod_3_Multichannel Z-Stack_20251219_530.npy,Psilocin + harmine | 24h,324
7_2_PSIHARMIN_24hod_4_Multichannel Z-Stack_20251219_531.npy,Psilocin + harmine | 24h,324
7_2_PSIHARMIN_24hod_5_Multichannel Z-Stack_20251219_532.npy,Psilocin + harmine | 24h,324
7_2_PSIHARMIN_24hod_6_Multichannel Z-Stack_20251219_533.npy,Psilocin + harmine | 24h,324
7_2_PSIHARMIN_24hod_7_Multichannel Z-Stack_20251219_534.npy,Psilocin + harmine | 24h,324
7_2_PSIHARMIN_24hod_8_Multichannel Z-Stack_20251219_535.npy,Psilocin + harmine | 24h,324
7_2_PSIHARMIN_24hod_9_Multichannel Z-Stack_20251219_536.npy,Psilocin + harmine | 24h,324
7_2_PSI_24hod_10_Multichannel Z-Stack_20251219_527.npy,Psilocin | 24h,324
7_2_PSI_24hod_1_Multichannel Z-Stack_20251219_518.npy,Psilocin | 24h,324
7_2_PSI_24hod_2_Multichannel Z-Stack_20251219_519.npy,Psilocin | 24h,324
7_2_PSI_24hod_3_Multichannel Z-Stack_20251219_520.npy,Psilocin | 24h,324
7_2_PSI_24hod_4_Multichannel Z-Stack_20251219_521.npy,Psilocin | 24h,324
7_2_PSI_24hod_5_Multichannel Z-Stack_20251219_522.npy,Psilocin | 24h,324
7_2_PSI_24hod_6_Multichannel Z-Stack_20251219_523.npy,Psilocin | 24h,324
7_2_PSI_24hod_7_Multichannel Z-Stack_20251219_524.npy,Psilocin | 24h,324
7_2_PSI_24hod_8_Multichannel Z-Stack_20251219_525.npy,Psilocin | 24h,324
7_2_PSI_24hod_9_Multichannel Z-Stack_20251219_526.npy,Psilocin | 24h,324
7_3_PSYHARMIN_24hod_10_Multichannel Z-Stack_20251219_557.npy,Psilocybin + harmine | 24h,324
7_3_PSYHARMIN_24hod_1_Multichannel Z-Stack_20251219_548.npy,Psilocybin + harmine | 24h,324
7_3_PSYHARMIN_24hod_2_Multichannel Z-Stack_20251219_549.npy,Psilocybin + harmine | 24h,324
7_3_PSYHARMIN_24hod_3_Multichannel Z-Stack_20251219_550.npy,Psilocybin + harmine | 24h,324
7_3_PSYHARMIN_24hod_4_Multichannel Z-Stack_20251219_551.npy,Psilocybin + harmine | 24h,324
7_3_PSYHARMIN_24hod_5_Multichannel Z-Stack_20251219_552.npy,Psilocybin + harmine | 24h,324
7_3_PSYHARMIN_24hod_6_Multichannel Z-Stack_20251219_553.npy,Psilocybin + harmine | 24h,324
7_3_PSYHARMIN_24hod_7_Multichannel Z-Stack_20251219_554.npy,Psilocybin + harmine | 24h,324
7_3_PSYHARMIN_24hod_8_Multichannel Z-Stack_20251219_555.npy,Psilocybin + harmine | 24h,324
7_3_PSYHARMIN_24hod_9_Multichannel Z-Stack_20251219_556.npy,Psilocybin + harmine | 24h,324
7_3_PSY_24hod_10_Multichannel Z-Stack_20251219_547.npy,Psilocybin | 24h,324
7_3_PSY_24hod_1_Multichannel Z-Stack_20251219_538.npy,Psilocybin | 24h,324
